City_locality,iso3,country,super_region,super_region_name,pm25,sat_2014
Indore,IND,India,3,S-Asia,76.3333333333333,44.8115043640137
INGOLSTADT,DEU,Germany,1,HighIncome,16,20.7329998016357
INNSBRUCK,AUT,Austria,1,HighIncome,14.5,12.7907514572144
INOWROCLAW,POL,Poland,4,E-Eur/C-Eur/C-Asia,8,21.9419994354248
Invercargill,NZL,New Zealand,1,HighIncome,11,2.83950233459473
INVERNESS,GBR,United Kingdom,1,HighIncome,6,4.87800121307373
Irapuato,MEX,Mexico,5,LatAm/Carib,26,8.15549659729004
Irbid,JOR,Jordan,2,N-Afr/MidEast,27.3333333333333,28.0976657867432
ISACCEA,ROU,Romania,4,E-Eur/C-Eur/C-Asia,14,20.9630012512207
Isfahan,IRN,Iran (Islamic Republic of),2,N-Afr/MidEast,50.3333333333333,24.3135019938151
Islamabad,PAK,Pakistan,3,S-Asia,66,48.4519920349121
ISPARTA,TUR,Turkey,2,N-Afr/MidEast,53,19.7315006256104
ISSOIRE,FRA,France,1,HighIncome,9,9.97450160980225
ISSOUDUN,FRA,France,1,HighIncome,11,12.6465015411377
ISTANBUL,TUR,Turkey,2,N-Afr/MidEast,33,18.4910999298096
"Itabora´è_´è__ , REGI´è_´è__O METROPOLITANA DO RIO DE JANEIRO",BRA,Brazil,5,LatAm/Carib,19.5,8.31074929237366
Itag´è_´è__´è_´è__,COL,Colombia,5,LatAm/Carib,26.5,4.78724932670593
"Itagua´è_´è__, REGI´è_´è__O METROPOLITANA DO RIO DE JANEIRO",BRA,Brazil,5,LatAm/Carib,14,8.44125032424927
IZMIR,TUR,Turkey,2,N-Afr/MidEast,30.25,18.8350605964661
"Ja´è_´è__, INTERIOR DO ESTADO",BRA,Brazil,5,LatAm/Carib,11,8.68450164794922
JABLONEC,CZE,Czech Republic,4,E-Eur/C-Eur/C-Asia,16,19.6904964447021
"Jaboticabal, INTERIOR DO ESTADO",BRA,Brazil,5,LatAm/Carib,17,8.28649997711182
"Jacarei, REGI´è_´è__O METROPOLITANA DO VALE DO PARA´è_´è__BA E LITORAL NORTE",BRA,Brazil,5,LatAm/Carib,11,9.27500343322754
"Jackson, MS",USA,United States of America,1,HighIncome,10,8.46299839019775
"Jackson, TN",USA,United States of America,1,HighIncome,8,8.80049896240234
"Jacksonville, FL",USA,United States of America,1,HighIncome,8,7.55125021934509
Jaipur,IND,India,3,S-Asia,99.8333333333333,47.7700004577637
Jalandhar,IND,India,3,S-Asia,75,71.5484848022461
Jalgaon,IND,India,3,S-Asia,69.3333333333333,43.9079933166504
"Jamestown-Dunkirk-Fredonia, NY",USA,United States of America,1,HighIncome,8,8.85350131988525
"Jamesville,Martin,NC",USA,United States of America,1,HighIncome,7,7.076500415802
Jammu,IND,India,3,S-Asia,64,56.5740051269531
Jamnagar,IND,India,3,S-Asia,54,41.1285171508789
"Japeri, REGI´è_´è__O METROPOLITANA DO RIO DE JANEIRO",BRA,Brazil,5,LatAm/Carib,15,8.23699855804443
JAROSLAW,POL,Poland,4,E-Eur/C-Eur/C-Asia,32,20.9789981842041
JASLO,POL,Poland,4,E-Eur/C-Eur/C-Asia,26,19.9750003814697
JASNA GORA,POL,Poland,4,E-Eur/C-Eur/C-Asia,12,19.2854976654053
"Jasper, IN",USA,United States of America,1,HighIncome,11,9.62500190734863
Jeddah,SAU,Saudi Arabia,2,N-Afr/MidEast,69,41.1774940490723
Jeju,KOR,Republic of Korea,1,HighIncome,24,26.140998840332
JELENIA GORA,POL,Poland,4,E-Eur/C-Eur/C-Asia,30,19.1264972686768
Jeonbuk,KOR,Republic of Korea,1,HighIncome,26,32.2449989318848
Jeonnam,KOR,Republic of Korea,1,HighIncome,20,31.9979972839355
JEREZ DE LA FRONTERA,ESP,Spain,1,HighIncome,15.5,10.65549659729
Jerusalem,ISR,Israel,1,HighIncome,19.6,29.3249950408936
Jhansi,IND,India,3,S-Asia,58.5,53.7234992980957
Jiangmen,CHN,China,6,SE-Asia/E-Asia/Oceania,42.75,54.1587562561035
Jiangyin,CHN,China,6,SE-Asia/E-Asia/Oceania,67.6666666666667,87.7753372192383
Jiaonan,CHN,China,6,SE-Asia/E-Asia/Oceania,52.5,67.5729904174805
Jiaozhou,CHN,China,6,SE-Asia/E-Asia/Oceania,52.5,68.3420028686523
Jiaozuo,CHN,China,6,SE-Asia/E-Asia/Oceania,68.25,81.206880569458
Jiaxing,CHN,China,6,SE-Asia/E-Asia/Oceania,56.3333333333333,82.2939834594727
Jiayuguan,CHN,China,6,SE-Asia/E-Asia/Oceania,31,42.0602493286133
Jic´è_´è__n,CZE,Czech Republic,4,E-Eur/C-Eur/C-Asia,18,20.9500026702881
Jieyang,CHN,China,6,SE-Asia/E-Asia/Oceania,39.5,29.7228713035583
JIHLAVA,CZE,Czech Republic,4,E-Eur/C-Eur/C-Asia,17,20.720495223999
Jilin,CHN,China,6,SE-Asia/E-Asia/Oceania,50.4285714285714,46.6470718383789
Jimo,CHN,China,6,SE-Asia/E-Asia/Oceania,51,60.358003616333
Jinan,CHN,China,6,SE-Asia/E-Asia/Oceania,51.75,88.439001083374
Jinchang,CHN,China,6,SE-Asia/E-Asia/Oceania,32,47.4805030822754
Jingzhou,CHN,China,6,SE-Asia/E-Asia/Oceania,74.3333333333333,85.2249908447266
Jinhua,CHN,China,6,SE-Asia/E-Asia/Oceania,63,46.826343536377
Jining,CHN,China,6,SE-Asia/E-Asia/Oceania,54,99.7259979248047
Jintan,CHN,China,6,SE-Asia/E-Asia/Oceania,48,85.9544982910156
Jinzhou,CHN,China,6,SE-Asia/E-Asia/Oceania,55.4,45.5869003295898
Jiujiang,CHN,China,6,SE-Asia/E-Asia/Oceania,40,64.6955580711365
Jodhpur,IND,India,3,S-Asia,101.333333333333,42.8994903564453
Johannesburg,ZAF,South Africa,7,Sub-Saharan Afr,76.125,9.57606345415115
"Johnstown, PA",USA,United States of America,1,HighIncome,11,7.6954984664917
JOLANDA DI SAVOIA,ITA,Italy,1,HighIncome,13,28.1320018768311
JONAVA,LTU,Lithuania,4,E-Eur/C-Eur/C-Asia,18,16.8600006103516
JONVILLE-EN-WOEVRE,FRA,France,1,HighIncome,15,15.0059986114502
JOUE-LES-TOURS,FRA,France,1,HighIncome,12,12.6770009994507
JUDENBURG,AUT,Austria,1,HighIncome,13,13.9654979705811
"Jundia´è_´è__, INTERIOR DO ESTADO",BRA,Brazil,5,LatAm/Carib,14,8.99399852752686
"Juneau, AK",USA,United States of America,1,HighIncome,8,2.29950213432312
Jurong,CHN,China,6,SE-Asia/E-Asia/Oceania,64.5,86.453010559082
Jyv_skyl_,FIN,Finland,1,HighIncome,6.5,10.7235012054443
K_LN,DEU,Germany,1,HighIncome,17.3333333333333,16.3788331349691
K.MARAS,TUR,Turkey,2,N-Afr/MidEast,48,18.6960010528564
Kabul,AFG,Afghanistan,3,S-Asia,86,25.9314937591553
Kaduna,NGA,Nigeria,7,Sub-Saharan Afr,89.5,51.7857551574707
Kagoshima city,JPN,Japan,1,HighIncome,18.5,16.0454959869385
KAHRAMANMARAS,TUR,Turkey,2,N-Afr/MidEast,44,22.9469985961914
Kaiapoi,NZL,New Zealand,1,HighIncome,9,3.3029990196228
Kaifeng,CHN,China,6,SE-Asia/E-Asia/Oceania,70.25,98.9961185455322
KAISERSLAUTERN,DEU,Germany,1,HighIncome,13,18.9550018310547
Kajaani,FIN,Finland,1,HighIncome,7,8.54349994659424
Kakinada,IND,India,3,S-Asia,31,46.018497467041
"Kalamazoo-Portage, MI",USA,United States of America,1,HighIncome,10,8.7135009765625
"Kalispell, MT",USA,United States of America,1,HighIncome,8,3.26999998092651
KALISZ,POL,Poland,4,E-Eur/C-Eur/C-Asia,32,22.8355007171631
KAMLOOPS,CAN,Canada,1,HighIncome,9,2.71949911117554
Kampala,UGA,Uganda,7,Sub-Saharan Afr,104,18.998498916626
Kanpur,IND,India,3,S-Asia,115,86.0124893188477
"Kansas City, MO-KS",USA,United States of America,1,HighIncome,9,7.19162392616272
Kaohsiung,CHN,China,6,SE-Asia/E-Asia/Oceania,30.1666666666667,6.98200317223867
"Kapaa, HI",USA,United States of America,1,HighIncome,4,3.64999675750732
KAPFENBERG,AUT,Austria,1,HighIncome,13,14.6229953765869
KARABUK,TUR,Turkey,2,N-Afr/MidEast,31,17.8009986877441
Karachi,PAK,Pakistan,3,S-Asia,88.5,44.4010066986084
KARAMAN,TUR,Turkey,2,N-Afr/MidEast,58,21.2730026245117
Karamay,CHN,China,6,SE-Asia/E-Asia/Oceania,33.4,19.0588005065918
Kardjaly,BGR,Bulgaria,4,E-Eur/C-Eur/C-Asia,28,22.2474994659424
KARLOVY VARY,CZE,Czech Republic,4,E-Eur/C-Eur/C-Asia,19,18.420503616333
KARLSRUHE,DEU,Germany,1,HighIncome,14,19.4280014038086
Karmey Yossef,ISR,Israel,1,HighIncome,20,32.3540000915527
Karmiel,ISR,Israel,1,HighIncome,17,27.9715061187744
KARS,TUR,Turkey,2,N-Afr/MidEast,32,19.4975032806396
KARVINA,CZE,Czech Republic,4,E-Eur/C-Eur/C-Asia,32,22.4399967193604
KASSEL,DEU,Germany,1,HighIncome,16,17.3664970397949
KASTAMONU,TUR,Turkey,2,N-Afr/MidEast,19,16.1345024108887
Kathar,MMR,Myanmar,6,SE-Asia/E-Asia/Oceania,42,29.2620143890381
KATOWICE,POL,Poland,4,E-Eur/C-Eur/C-Asia,35,23.6640024185181
KAUNAS,LTU,Lithuania,4,E-Eur/C-Eur/C-Asia,19,17.8305015563965
KAYSERI,TUR,Turkey,2,N-Afr/MidEast,47.3333333333333,20.6810003916423
Kazincbarcika,HUN,Hungary,4,E-Eur/C-Eur/C-Asia,25,20.3420009613037
KEDAINIAI,LTU,Lithuania,4,E-Eur/C-Eur/C-Asia,19,17.0815010070801
KEDZIERZYN-KOZLE,POL,Poland,4,E-Eur/C-Eur/C-Asia,33,22.6134986877441
Keelung,CHN,China,6,SE-Asia/E-Asia/Oceania,20,16.4055023193359
"Keene, NH",USA,United States of America,1,HighIncome,9,6.60050010681152
KEHL,DEU,Germany,1,HighIncome,15,18.213493347168
KEHLHEIM,DEU,Germany,1,HighIncome,13,19.023998260498
KELDSNOR,DNK,Denmark,1,HighIncome,7,14.8350038528442
KEMATEN,AUT,Austria,1,HighIncome,15,16.7444953918457
KEMPTEN (Allg_u),DEU,Germany,1,HighIncome,12,16.4289970397949
"Kenansville,Duplin,NC",USA,United States of America,1,HighIncome,8,7.51650094985962
Kerman,IRN,Iran (Islamic Republic of),2,N-Afr/MidEast,45,23.4434986114502
Kermanshah,IRN,Iran (Islamic Republic of),2,N-Afr/MidEast,54,26.796501159668
Kfar Masarik,ISR,Israel,1,HighIncome,22,29.3935031890869
Khanna,IND,India,3,S-Asia,113.5,73.3150024414062
Khon Kaen,THA,Thailand,6,SE-Asia/E-Asia/Oceania,28,33.9474983215332
Khulna,BGD,Bangladesh,3,S-Asia,61,60.8390045166016
Khurja,IND,India,3,S-Asia,90,86.8114776611328
KIELCE,POL,Poland,4,E-Eur/C-Eur/C-Asia,27.5,21.7394962310791
KILIS,TUR,Turkey,2,N-Afr/MidEast,36,23.5124969482422
"Kingsport-Bristol-Bristol, TN-VA",USA,United States of America,1,HighIncome,9,5.44799995422363
Kingston,JAM,Jamaica,5,LatAm/Carib,26.4,6.30964455604553
KINGSTON,CAN,Canada,1,HighIncome,6,6.46500110626221
Kinmen,CHN,China,6,SE-Asia/E-Asia/Oceania,32,22.7890033721924
KIRIKKALE,TUR,Turkey,2,N-Afr/MidEast,41,20.4154987335205
KIRKLARELI,TUR,Turkey,2,N-Afr/MidEast,29,18.1044998168945
KIRSEHIR,TUR,Turkey,2,N-Afr/MidEast,30,20.0600032806396
KIRUNA,SWE,Sweden,1,HighIncome,2,5.88699960708618
Kiryat Ata,ISR,Israel,1,HighIncome,16.5,27.8437509536743
Kiryat Bialik,ISR,Israel,1,HighIncome,14,29.3935031890869
Kiryat Malahi,ISR,Israel,1,HighIncome,19,35.5319976806641
Kiryat Tivon,ISR,Israel,1,HighIncome,16,27.9659976959229
KITCHENER,CAN,Canada,1,HighIncome,8.5,8.0962495803833
KLADNO,CZE,Czech Republic,4,E-Eur/C-Eur/C-Asia,16,20.1354961395264
KLAGENFURT,AUT,Austria,1,HighIncome,14,14.9187474250793
KLAIPEDA,LTU,Lithuania,4,E-Eur/C-Eur/C-Asia,20.5,16.128249168396
"Klamath Falls, OR",USA,United States of America,1,HighIncome,9,2.97250032424927
KLEINWALLSTADT,DEU,Germany,1,HighIncome,14,19.5139999389648
KLINGENTAL,DEU,Germany,1,HighIncome,11,17.2764949798584
KLODZKO,POL,Poland,4,E-Eur/C-Eur/C-Asia,22,20.9089946746826
KLOSTERNEUBURG,AUT,Austria,1,HighIncome,20,20.087495803833
KLUCZBORK,POL,Poland,4,E-Eur/C-Eur/C-Asia,27,22.7585010528564
KNITTELFELD,AUT,Austria,1,HighIncome,16,14.105001449585
"Knoxville, TN",USA,United States of America,1,HighIncome,9.83333333333333,6.87150057156881
KNUROW,POL,Poland,4,E-Eur/C-Eur/C-Asia,36,23.3514995574951
KOBLENZ,DEU,Germany,1,HighIncome,14,17.1079940795898
KOCAELI,TUR,Turkey,2,N-Afr/MidEast,34,17.0839996337891
Kochi,IND,India,3,S-Asia,37.5714285714286,27.2604999542236
Kohima,IND,India,3,S-Asia,43.5,25.8855037689209
KOHTLA-JARVE,EST,Estonia,4,E-Eur/C-Eur/C-Asia,6,12.0565004348755
Kolhapur,IND,India,3,S-Asia,59,32.4659996032715
Kolkata,IND,India,3,S-Asia,71.5,78.7255020141602
Kollam,IND,India,3,S-Asia,22,24.1920013427734
KONICZYNKA,POL,Poland,4,E-Eur/C-Eur/C-Asia,21,22.0279979705811
KONIN,POL,Poland,4,E-Eur/C-Eur/C-Asia,22,23.5784969329834
KONSTANZ,DEU,Germany,1,HighIncome,13,18.2904987335205
KONYA,TUR,Turkey,2,N-Afr/MidEast,40,22.4652519226074
KOPER,SVN,Slovenia,4,E-Eur/C-Eur/C-Asia,15,18.7445011138916
Korba,IND,India,3,S-Asia,43.3333333333333,47.8040008544922
Korla,CHN,China,6,SE-Asia/E-Asia/Oceania,57.6666666666667,43.4776624043783
KOSCIERZYNA,POL,Poland,4,E-Eur/C-Eur/C-Asia,28,17.6765041351318
KOSICE,SVK,Slovakia,4,E-Eur/C-Eur/C-Asia,19.5,20.4957504272461
KOSZALIN,POL,Poland,4,E-Eur/C-Eur/C-Asia,12,16.7050018310547
Kota,IND,India,3,S-Asia,84,48.1689987182617
Kothagudem,IND,India,3,S-Asia,34,43.517993927002
Kotka,FIN,Finland,1,HighIncome,8,9.93050003051758
Kottayam,IND,India,3,S-Asia,30,26.1460018157959
Kouvola,FIN,Finland,1,HighIncome,7,9.71800136566162
Kozhikode,IND,India,3,S-Asia,30,28.5765018463135
KRAKOW,POL,Poland,4,E-Eur/C-Eur/C-Asia,37,23.083335240682
KRANJ,SVN,Slovenia,4,E-Eur/C-Eur/C-Asia,19,16.0220012664795
KRASNIK,POL,Poland,4,E-Eur/C-Eur/C-Asia,22,22.1985034942627
KREFELD,DEU,Germany,1,HighIncome,17,17.0580005645752
KREMS,AUT,Austria,1,HighIncome,17,17.9424934387207
KRISTIANSAND,NOR,Norway,1,HighIncome,9,7.22699856758118
KROSNO,POL,Poland,4,E-Eur/C-Eur/C-Asia,28,19.3790035247803
Kuantan,MYS,Malaysia,6,SE-Asia/E-Asia/Oceania,14,16.0810012817383
Kuching,MYS,Malaysia,6,SE-Asia/E-Asia/Oceania,13,11.0290040969849
KUFSTEIN,AUT,Austria,1,HighIncome,13,15.1720018386841
KULMBACH,DEU,Germany,1,HighIncome,14,18.4529991149902
Kunming,CHN,China,6,SE-Asia/E-Asia/Oceania,33.5714285714286,22.5614310673305
Kunshan,CHN,China,6,SE-Asia/E-Asia/Oceania,45.5,85.5845031738281
Kuopio,FIN,Finland,1,HighIncome,8,10.2115001678467
Kurnool,IND,India,3,S-Asia,40,34.2545013427734
KUTAHYA,TUR,Turkey,2,N-Afr/MidEast,48,18.6979999542236
KUTINA,HRV,Croatia,4,E-Eur/C-Eur/C-Asia,20,18.756498336792
KUTNA HORA,CZE,Czech Republic,4,E-Eur/C-Eur/C-Asia,17,19.550500869751
KWIDZYN,POL,Poland,4,E-Eur/C-Eur/C-Asia,18,20.7709980010986
Kyauk Pa Taung,MMR,Myanmar,6,SE-Asia/E-Asia/Oceania,50,27.2164974212646
Kyaukphyu,MMR,Myanmar,6,SE-Asia/E-Asia/Oceania,76,26.3610153198242
Kyoto city,JPN,Japan,1,HighIncome,15.3333333333333,16.2598342895508
L'HOPITAL,FRA,France,1,HighIncome,9,16.901496887207
L´è_´è__BECK,DEU,Germany,1,HighIncome,12,15.4230003356934
L´è_´è__NEN,DEU,Germany,1,HighIncome,17,17.2710037231445
LA COULONCHE,FRA,France,1,HighIncome,9,11.0550003051758
LA COURONNE,FRA,France,1,HighIncome,10,10.7734994888306
"La Crosse, WI-MN",USA,United States of America,1,HighIncome,8,7.87300109863281
LA DORE,CAN,Canada,1,HighIncome,5,2.99649930000305
La Estrella,COL,Colombia,5,LatAm/Carib,27.3333333333333,4.76216570536296
LA LECHERE,FRA,France,1,HighIncome,16,13.4369974136353
La Linea de la Concepci´è_´è__n,ESP,Spain,1,HighIncome,17,12.0089998245239
LA MULATIERE,FRA,France,1,HighIncome,17,15.5274972915649
LA PATRIE,CAN,Canada,1,HighIncome,5,4.89149951934814
La Paz,BOL,"Bolivia, Plurinational States of",5,LatAm/Carib,45,8.82050132751465
LA PECHE,CAN,Canada,1,HighIncome,5,4.88250017166138
LA ROCHE-SUR-YON,FRA,France,1,HighIncome,13,11.1264982223511
LA ROCHELLE,FRA,France,1,HighIncome,11.8,10.987300491333
LA SPEZIA,ITA,Italy,1,HighIncome,14.5,24.5394992828369
LA TALAUDIERE,FRA,France,1,HighIncome,11,12.761999130249
LA TARDIERE,FRA,France,1,HighIncome,10,10.5300035476685
La Trobe Valley,AUS,Australia,1,HighIncome,9.8,2.87966696421305
LABASTIDE-CEZERACQ,FRA,France,1,HighIncome,11,8.83399772644043
LAC-EDOUARD,CAN,Canada,1,HighIncome,4,3.44700050354004
LACES,ITA,Italy,1,HighIncome,14,12.4184970855713
"Laconia, NH",USA,United States of America,1,HighIncome,5,6.70150089263916
"Lafayette, IN",USA,United States of America,1,HighIncome,11,10.2994985580444
"Lafayette, LA",USA,United States of America,1,HighIncome,8,8.49449729919434
Lahore,PAK,Pakistan,3,S-Asia,68,69.6169967651367
Lahti,FIN,Finland,1,HighIncome,10.5,10.1200017929077
LAIVES,ITA,Italy,1,HighIncome,15,14.4279975891113
Laiwu,CHN,China,6,SE-Asia/E-Asia/Oceania,68.3333333333333,80.5505015055339
Laixi,CHN,China,6,SE-Asia/E-Asia/Oceania,55.5,60.2409973144531
Laizhou,CHN,China,6,SE-Asia/E-Asia/Oceania,56,62.9529991149902
"Lake Charles, LA",USA,United States of America,1,HighIncome,7,7.69600033760071
"Lakeland, FL",USA,United States of America,1,HighIncome,7,8.25700092315674
"Lakeview,Lake,OR",USA,United States of America,1,HighIncome,9,3.17999935150146
LAMONT,CAN,Canada,1,HighIncome,7,4.25400161743164
Lampang,THA,Thailand,6,SE-Asia/E-Asia/Oceania,29.3333333333333,36.1178321838379
Lamphun,THA,Thailand,6,SE-Asia/E-Asia/Oceania,24,34.8955039978027
"Lancaster, PA",USA,United States of America,1,HighIncome,13.5,9.37575101852417
LANDEN,BEL,Belgium,1,HighIncome,15,15.5225009918213
LANDSHUT,DEU,Germany,1,HighIncome,16,19.8354949951172
LANGDALE,CAN,Canada,1,HighIncome,6,3.21050047874451
Langfang,CHN,China,6,SE-Asia/E-Asia/Oceania,95.5,87.7793750762939
LANGHIRANO,ITA,Italy,1,HighIncome,12,29.0369987487793
LANGLEY,CAN,Canada,1,HighIncome,6,4.10599851608276
LANGREO,ESP,Spain,1,HighIncome,14,7.91916783650716
"Lansing-East Lansing, MI",USA,United States of America,1,HighIncome,9,8.73650074005127
Lanzhou,CHN,China,6,SE-Asia/E-Asia/Oceania,58.4,56.3082122802734
Lappeenranta,FIN,Finland,1,HighIncome,6.66666666666667,10.3778336842855
LARACHA,ESP,Spain,1,HighIncome,7,7.76600360870361
LARISSA,GRC,Greece,1,HighIncome,14,20.5245018005371
LARNAKA,CYP,Cyprus,1,HighIncome,17,23.7649974822998
"Las Vegas-Paradise, NV",USA,United States of America,1,HighIncome,7.6,4.23410024642944
Latacunga,ECU,Ecuador,5,LatAm/Carib,14,3.97099947929382
LATINA,ITA,Italy,1,HighIncome,17.3333333333333,16.523001352946
"Launceston, Tasmania",AUS,Australia,1,HighIncome,8.1,2.39999771118164
LAUSANNE,CHE,Switzerland,1,HighIncome,13,15.6394987106323
LAVAL,CAN,Canada,1,HighIncome,9,9.63074898719788
"Lawrenceburg, TN",USA,United States of America,1,HighIncome,8,7.95349979400635
"Lawton, OK",USA,United States of America,1,HighIncome,8,6.62649965286255
LE CREUSOT,FRA,France,1,HighIncome,11,12.9360036849976
LE HAVRE,FRA,France,1,HighIncome,12.75,13.231748342514
LE LAMENTIN,FRA,France,1,HighIncome,17,4.35000419616699
LE MANS,FRA,France,1,HighIncome,13,12.7189998626709
LE PALAIS-SUR-VIENNE,FRA,France,1,HighIncome,8,10.2575016021729
LE PETIT-QUEVILLY,FRA,France,1,HighIncome,14,14.2310009002686
LE PONTET,FRA,France,1,HighIncome,15,11.4715023040771
LE PUY-EN-VELAY,FRA,France,1,HighIncome,11,10.1030025482178
LE ROBERT,FRA,France,1,HighIncome,19,4.34650278091431
LE TAMPON,FRA,France,1,HighIncome,4,2.69999885559082
Le´è_´è__n,MEX,Mexico,5,LatAm/Carib,27,7.62149858474731
LE´è_´è__N,ESP,Spain,1,HighIncome,6.5,8.50524997711182
LEAMINGTON SPA,GBR,United Kingdom,1,HighIncome,13,11.8004970550537
"Lebanon, NH-VT",USA,United States of America,1,HighIncome,6,6.16899919509888
"Lebanon, PA",USA,United States of America,1,HighIncome,13,9.23549842834473
LECCE,ITA,Italy,1,HighIncome,11,17.9067506790161
LECCO,ITA,Italy,1,HighIncome,16.5,28.1264991760254
LEEDS,GBR,United Kingdom,1,HighIncome,15,10.0094985961914
LEGANES,ESP,Spain,1,HighIncome,12,10.2849988937378
LEGIONOWO,POL,Poland,4,E-Eur/C-Eur/C-Asia,25,23.4280033111572
LEGNAGO,ITA,Italy,1,HighIncome,23,30.8675098419189
LEGNICA,POL,Poland,4,E-Eur/C-Eur/C-Asia,21,20.0120010375977
LEIDEN,NLD,Netherlands,1,HighIncome,14,15.2809944152832
LEISEL,DEU,Germany,1,HighIncome,8,15.4605026245117
LEMIEUX,CAN,Canada,1,HighIncome,10,5.15450096130371
LENS,FRA,France,1,HighIncome,11,16.3499984741211
LEOBEN,AUT,Austria,1,HighIncome,14.5,14.310001373291
LEONESSA,ITA,Italy,1,HighIncome,8,15.2639980316162
LES ABYMES,FRA,France,1,HighIncome,14,4.39999580383301
LES ANCIZES-COMPS,FRA,France,1,HighIncome,7,9.41100120544434
LES MAZURES,FRA,France,1,HighIncome,9,14.3475036621094
LESZNO,POL,Poland,4,E-Eur/C-Eur/C-Asia,22,20.4974956512451
LEUNA,DEU,Germany,1,HighIncome,13,17.4954986572266
LEVERKUSEN,DEU,Germany,1,HighIncome,14,15.8024997711182
"Lewiston-Auburn, ME",USA,United States of America,1,HighIncome,8,6.02699995040894
"Lexington-Fayette, KY",USA,United States of America,1,HighIncome,9,7.98899841308594
Lhasa,CHN,China,6,SE-Asia/E-Asia/Oceania,24,4.52416443824768
Lianyungang,CHN,China,6,SE-Asia/E-Asia/Oceania,60.75,81.3974933624268
Liaocheng,CHN,China,6,SE-Asia/E-Asia/Oceania,63.3333333333333,100.675498962402
"Libby,Lincoln,MT",USA,United States of America,1,HighIncome,9,3.50249910354614
LIBEREC,CZE,Czech Republic,4,E-Eur/C-Eur/C-Asia,22,20.3369979858398
LIEGE,BEL,Belgium,1,HighIncome,14.3333333333333,15.3664999008179
Lienchiang,CHN,China,6,SE-Asia/E-Asia/Oceania,26,28.777494430542
LIENZ,AUT,Austria,1,HighIncome,15,11.8300008773804
LIEPAJA,LVA,Latvia,4,E-Eur/C-Eur/C-Asia,18,14.6999979019165
LIEZEN,AUT,Austria,1,HighIncome,15,13.549503326416
LILLE,FRA,France,1,HighIncome,17,15.8620004653931
LILLEHAMMER,NOR,Norway,1,HighIncome,8,5.00500106811523
Lima,PER,Peru,5,LatAm/Carib,52,9.03225104014079
LIMASSOL,CYP,Cyprus,1,HighIncome,17,21.1719970703125
LIMBURG,DEU,Germany,1,HighIncome,14,17.649995803833
"Limeira _ Boa Vista, INTERIOR DO ESTADO",BRA,Brazil,5,LatAm/Carib,19,9.15300178527832
LIMOGES,FRA,France,1,HighIncome,10,11.3595008850098
Lin'an,CHN,China,6,SE-Asia/E-Asia/Oceania,57.5,57.1244964599609
"Lincoln, NE",USA,United States of America,1,HighIncome,8,7.0414981842041
LINDAU (BODENSEE),DEU,Germany,1,HighIncome,15,15.789999961853
Linfen,CHN,China,6,SE-Asia/E-Asia/Oceania,62,56.4227377573649
LINKOPING,SWE,Sweden,1,HighIncome,7,12.2834997177124
Linyi,CHN,China,6,SE-Asia/E-Asia/Oceania,55.5,86.5418720245361
LINZ,AUT,Austria,1,HighIncome,17.3333333333333,17.9608325958252
Lisboa,PRT,Portugal,1,HighIncome,11,12.1904993057251
Lishui,CHN,China,6,SE-Asia/E-Asia/Oceania,43.3333333333333,37.004830678304
LISIEUX,FRA,France,1,HighIncome,11,12.3105001449585
LITOMERICE,CZE,Czech Republic,4,E-Eur/C-Eur/C-Asia,20,19.9144992828369
"Little Rock-North Little Rock-Conway, AR",USA,United States of America,1,HighIncome,10,9.62433369954427
Liuzhou,CHN,China,6,SE-Asia/E-Asia/Oceania,65.1666666666667,57.8500016530355
LIVERPOOL,GBR,United Kingdom,1,HighIncome,12,10.8399991989136
LIVORNO,ITA,Italy,1,HighIncome,13,21.6609954833984
Liyang,CHN,China,6,SE-Asia/E-Asia/Oceania,52,79.6384811401367
LJUBLJANA,SVN,Slovenia,4,E-Eur/C-Eur/C-Asia,19.5,16.4457483291626
LLANES,ESP,Spain,1,HighIncome,7,8.36799907684326
LLODIO,ESP,Spain,1,HighIncome,11,8.69950103759766
LODI,ITA,Italy,1,HighIncome,23.5,31.5677537918091
LODZ,POL,Poland,4,E-Eur/C-Eur/C-Asia,26.6,24.3577003479004
"Logan, UT-ID",USA,United States of America,1,HighIncome,6,4.25274991989136
